kelime_1,kelime_2,iliski_turu
akıl hastanesi,darüşşifa,anlam içi
akıl hastanesi,tımarhane,anlam içi
akıl hastası,ruh hastası,anlam içi
akıl hocası,akıl kethüdası,anlam içi
akım,akıntı,anlam içi
akım,cereyan,anlam içi
akım,seyyale,anlam içi
akım,hareket,yönlendirme
akım,debi,yönlendirme
akımölçer,amperölçer,anlam içi
akımölçer,ampermetre,anlam içi
akımsız,cereyansız,anlam içi
akımtoplar,akümülatör,yönlendirme
akıncı,ileri uç oyuncusu,yönlendirme
akındırık,reçine,yönlendirme
akıntı,sızıntı,anlam içi
akıntılı,anaforlu,anlam içi
akıntılı,cereyanlı,anlam içi
akıntısız,cereyansız,anlam içi
akın akın,fevç fevç,anlam içi
akışkan,seyyal,anlam içi
akışkanlık,likidite,anlam içi
akışkan zekâ,kristalize zekâ,anlam içi
akıtma,isale,anlam içi
akıtmak,dökmek,anlam içi
akide,inanç,yönlendirme
akide,akide şekeri,anlam içi
akil baliğ,ergen,yönlendirme
akim,verimsiz,yönlendirme
akim,sonuçsuz,yönlendirme
akis,yansı,yönlendirme
akis,yankı,yönlendirme
akis,evirtim,yönlendirme
akis,evirme,yönlendirme
akit,sözleşme,yönlendirme
akit,nikâh,yönlendirme
akit vaadi,ön sözleşme,yönlendirme
akkarınca,termit,anlam içi
akkarınca,divik (Termes),anlam içi
akkarıncalar,termitler,anlam içi
akkavak,Hollanda kavağı (Populus alba),anlam içi
akkor,nârıbeyza,anlam içi
akkuş,atmaca,yönlendirme
aklama,ibra,anlam içi
aklama,tebriye,anlam içi
aklama,tezkiye,anlam içi
aklamak,tebriye etmek,anlam içi
aklamak,ibra etmek,anlam içi
aklama belgesi,ibraname,anlam içi
aklan,maile,anlam içi
aklanma,beraat,anlam içi
aklanmak,temizlenmek,anlam içi
aklanmak,temize çıkmak,anlam içi
aklanmak,beraat etmek,anlam içi
aklaşma,beyazlaşma,yönlendirme
aklaşmak,beyazlaşmak,yönlendirme
aklaştırma,beyazlaştırma,yönlendirme
aklaştırmak,beyazlaştırmak,yönlendirme
akla zarar,akla ziyan,anlam içi
akla zarar,akıllara seza,anlam içi
akla zarar,akıllara şifa,anlam içi
akla zarar,akıllara zarar,anlam içi
akla zarar,akıllara ziyan,anlam içi
aklevrek,tatlısu levreği,yönlendirme
aklık,beyazlık,yönlendirme
aklık,düzgün,anlam içi
aklınca,aklı sıra,anlam içi
aklıselim,sağduyu,yönlendirme
aklı başında,akıllı başlı,anlam içi
aklı kıt,yundusuz,anlam içi
akli,ussal,anlam içi
aklileşme,ussallaşma,anlam içi
aklileşmek,ussallaşmak,anlam içi
aklileştirilme,ussallaştırılma,anlam içi
aklileştirilmek,ussallaştırılmak,anlam içi
aklileştirmek,ussallaştırmak,anlam içi
akma,reçine,yönlendirme
akmak,süzülmek,anlam içi
akordeoncu,akordiyoncu,yönlendirme
akordiyon,akordeon,anlam içi
akordiyon,armonika,anlam içi
akordu bozuk,akortsuz,yönlendirme
akpelin,pelin,yönlendirme
akrabalık,asabiyet,anlam içi
akran,baştaş,anlam içi
akran,boydaş,anlam içi
akran,taydaş,anlam içi
akran,öğür,anlam içi
akranlık,baştaşlık,anlam içi
akreditif,güven yazısı,yönlendirme
akreditif,kredi mektubu,yönlendirme
Akrep,Akrep Burcu,yönlendirme
akrep,kuyruklu (Scorpio),anlam içi
akrobasi,cambazlık,yönlendirme
akrobat,cambaz,yönlendirme
akrobatlık,cambazlık,yönlendirme
akromatik,renksemez,anlam içi
akromatopsi,renk körlüğü,yönlendirme
akronim,kısaltma ad,yönlendirme
akrostiş,muvaşşah,anlam içi
akrostiş,tevşih,anlam içi
aks,dingil,yönlendirme
aksakal,duayen,anlam içi
aksaklık,arıza,anlam içi
aksam,yedek parça,yönlendirme
aksan,vurgu,yönlendirme
aksata,alışveriş,yönlendirme
akse,kriz,yönlendirme
aksedebilme,yansıyabilme,yönlendirme
aksedebilme,yankılanabilme,yönlendirme
aksedebilmek,yansıyabilmek,yönlendirme
aksedebilmek,yankılanabilmek,yönlendirme
aksedir,batı mazısı (Thuja occidentalist),anlam içi
aksediş,yansıyış,yönlendirme
aksediş,yankılanış,yönlendirme
akselerograf,ivmeyazar,yönlendirme
akselerometre,ivmeölçer,yönlendirme
akseptans,kabul,anlam içi
aksetme,yansıma,yönlendirme
aksetme,yankılanma,yönlendirme
aksetmek,yansımak,yönlendirme
aksetmek,yankılanmak,yönlendirme
aksettirebilme,yansıtabilme,yönlendirme
aksettirebilme,yankılatabilme,yönlendirme
aksettirebilmek,yansıtabilmek,yönlendirme
aksettirebilmek,yankılatabilmek,yönlendirme
aksettiriliş,yansıtılış,yönlendirme
aksettiriliş,yankılatılış,yönlendirme
aksettirilme,yankılatılma,yönlendirme
aksettirilmek,yankılatılmak,yönlendirme
aksettiriş,yansıtış,yönlendirme
aksettiriş,yankılatış,yönlendirme
aksettirme,yansıtma,yönlendirme
aksettirme,yankılatma,yönlendirme
aksettirmek,yansıtmak,yönlendirme
aksettirmek,yankılatmak,yönlendirme
aksırabilme,hapşırabilme,yönlendirme
aksırabilmek,hapşırabilmek,yönlendirme
aksırık,hapşırık,yönlendirme
aksırıklı,hapşırıklı,yönlendirme
aksırış,hapşırış,yönlendirme
aksırıverme,hapşırıverme,yönlendirme
aksırıvermek,hapşırıvermek,yönlendirme
aksırma,hapşırma,yönlendirme
aksırmak,hapşırmak,yönlendirme
aksırtabilme,hapşırtabilme,yönlendirme
aksırtabilmek,hapşırtabilmek,yönlendirme
aksırtma,hapşırtma,yönlendirme
aksırtmak,hapşırtmak,yönlendirme
aksi,karşıt,yönlendirme
aksi,inatçı,yönlendirme
aksi,hırçın,yönlendirme
aksi,huysuz,yönlendirme
aksilenme,aksileşme,yönlendirme
aksilenmek,aksileşmek,yönlendirme
aksilik,terslik,anlam içi
aksilik,karşıtlık,yönlendirme
aksilik,inatçılık,yönlendirme
aksilik,hırçınlık,yönlendirme
aksilik,huysuzluk,yönlendirme
aksine,tersine,yönlendirme
aksiseda,yankı,yönlendirme
aksiyom,belit,yönlendirme
aksiyon,hareket,yönlendirme
aksiyon,hisse senedi,yönlendirme
aksiyon,gelişim,anlam içi
aksi hâlde,aksi takdirde,anlam içi
aksoğan,ada soğanı,yönlendirme
aksona,basınçlanma,yönlendirme
aksu,katarakt,yönlendirme
aksülamel,tepki,yönlendirme
aksülamel,yankı,yönlendirme
akşam,akşam ezanı,yönlendirme
akşam,akşam namazı,yönlendirme
akşama doğru,akşamüstü,yönlendirme
akşamleyin,akşam saati,anlam içi
akşamsefası,gecesefası (Mirabilis jalapa),anlam içi
akşamüstü,akşamüzeri,anlam içi
akşam karanlığı,alaca karanlık,yönlendirme
Akşam Yıldızı,Çoban Yıldızı,yönlendirme
akşın,çapar,anlam içi
akşın,albino,anlam içi
akşınlık,albinizm,anlam içi
aktarıcı,taşıyıcı,anlam içi
aktarılma,devir,anlam içi
aktarma,alıntı,yönlendirme
aktarma,transfer,anlam içi
aktarma,para aktarımı,yönlendirme
aktarmak,bellemek,yönlendirme
aktarmak,alıntılamak,yönlendirme
aktif,etkin,yönlendirme
aktif,faal,anlam içi
aktifleşebilme,etkinleşebilme,yönlendirme
aktifleşebilmek,etkinleşebilmek,yönlendirme
aktifleşme,etkinleşme,yönlendirme
aktifleşmek,etkinleşmek,yönlendirme
aktifleştirme,etkinleştirme,yönlendirme
aktifleştirmek,etkinleştirmek,yönlendirme
aktiflik,etkinlik,yönlendirme
aktif fiil,etken fiil,yönlendirme
aktivite,etkinlik,yönlendirme
aktivizm,etkincilik,yönlendirme
aktör,(erkek) oyuncu,yönlendirme
aktris,(kadın) oyuncu,yönlendirme
aktüalite,güncellik,yönlendirme
aktüalizm,edimselcilik,yönlendirme
aktüel,güncel,yönlendirme
akur,kuduruk,yönlendirme
akustik,yankı bilimi,yönlendirme
akustik,yankılanım,yönlendirme
akut,iveğen,yönlendirme
akuzatif,belirtme durumu,yönlendirme
akü,akümülatör,yönlendirme
akvaryumcu,akvarist,anlam içi
akya balığı,akbalık (Lichia amia),anlam içi
akyuvar,lökosit,anlam içi
ak demir,dövme demir,yönlendirme
ak kan,lenf,yönlendirme
ak kan bezi yangısı,adenit,anlam içi
ak pak,bembeyaz,yönlendirme
ak sülümen,süblime,anlam içi
ak sülümen,sülümen,anlam içi
ak yel,lodos,yönlendirme
Ak Yıldız,Çoban Yıldızı,yönlendirme
ak zambak,zambak,yönlendirme
al,hile,yönlendirme
al,kırmızı,yönlendirme
al,allık,yönlendirme
ala,alaca,yönlendirme
ala,alabalık,yönlendirme
ala,ela,yönlendirme
alabalık,ala (Trutta faris),anlam içi
alabildiğine,gırla,anlam içi
alabildiğine,sıvırya,anlam içi
alaca,alacalı,anlam içi
alacak,takanak,anlam içi
alacak,matlup,anlam içi
alacak,verecek karşıtı,anlam içi
alacakarga,saksağan,yönlendirme
alacamenekşe,hercai menekşe,yönlendirme
alacasansar,alacakokarca,anlam içi
alacasansar,benekli kokarca (Vormela peregusna),anlam içi
alaca bulaca,alacalı bulacalı,yönlendirme
alaca hastalığı,baras,anlam içi
alaca karanlık,yarı karanlık,anlam içi
alaçık,çardak,yönlendirme
alafranga,Batılıca,anlam içi
alafranga,alaturka karşıtı,anlam içi
alafranga saat,vasati saat,anlam içi
alafranga saat,alaturka saat,anlam içi
alafranga saat,ezani saat karşıtı,anlam içi
alafranga tuvalet,klozet,anlam içi
alageyik,sığın (Dama dama),anlam içi
alaimisema,gökkuşağı,yönlendirme
alaka,ilgi,yönlendirme
alaka,gönül bağı,yönlendirme
alakadar,ilgili,yönlendirme
alakalandırma,ilgilendirme,yönlendirme
alakalandırmak,ilgilendirmek,yönlendirme
alakalanma,ilgilenme,yönlendirme
alakalanmak,ilgilenmek,yönlendirme
alakalı,ilgili,yönlendirme
alakarga,kestane kargası (Garrulus glandarius),anlam içi
alakarga,saksağan,yönlendirme
alakart,"seçmeli yemek, tabildot karşıtı",yönlendirme
alakasız,ilgisiz,yönlendirme
alakasızca,ilgisizce,yönlendirme
alakasızcasına,ilgisizce,yönlendirme
alakasızlık,ilgisizlik,yönlendirme
alalamak,gizlemek,yönlendirme
alamana,alamanata,anlam içi
alamet,belirti,yönlendirme
alametifarika,marka,yönlendirme
alaminüt,şipşak,yönlendirme
alan,meydan,anlam içi
alan,saha,anlam içi
alan,kayran,anlam içi
alan,yüz ölçümü,yönlendirme
alan korkusu,meydan korkusu,anlam içi
alan korkusu,agorafobi,anlam içi
alan topu,tenis,yönlendirme
alan yazını,kaynak,yönlendirme
alarga,açık deniz,yönlendirme
alarga,uzaktan,yönlendirme
alaşım,halita,anlam içi
alaşım korozyonu,bölgesel aşındırma,yönlendirme
alaten,cüzzamlı,yönlendirme
alaturka,Doğuluca,anlam içi
alaturka,alafranga karşıtı,anlam içi
alaturka,alaturka saat,yönlendirme
alaturka saat,ezani saat,anlam içi
alaturka saat,gurubi saat,anlam içi
alaturka saat,alaturka alafranga saat,anlam içi
alaturka saat,vasati saat karşıtı,anlam içi
alavere,kargaşalık,yönlendirme
alavere tulumbası,emme basma tulumba,yönlendirme
alay,kortej,anlam içi
alay,gır gır,anlam içi
alaycı,müstehzi,anlam içi
alaycılık,müstehzilik,anlam içi
alayiş,görkem,yönlendirme
alayişli,görkemli,yönlendirme
alaysı,alayımsı,anlam içi
alay beyi,çeribaşı,anlam içi
alaz,alev,yönlendirme
alazlamak,yakmak,yönlendirme
alaz alaz,alev alev,yönlendirme
albasma,albastı,yönlendirme
albastı,lohusa humması,anlam içi
albatr,kaymak taşı,yönlendirme
albay,miralay,anlam içi
albaylık,miralaylık,anlam içi
albeni,çekicilik,yönlendirme
albenili,çekici,yönlendirme
albüm,resimlik,anlam içi
albüm,uzunçalar,yönlendirme
albümin işeme,aktutma,anlam içi
alçak,kısık,yönlendirme
alçak,pespaye,anlam içi
alçakça,sefihane,anlam içi
alçaklık,denaet,anlam içi
alçaklık,pespayelik,anlam içi
alçaklık,habaset,anlam içi
alçaklık,şenaat,anlam içi
alçak gönüllü,engin gönüllü,anlam içi
alçak gönüllü,tevazulu,anlam içi
alçak gönüllü,mütevazı,anlam içi
alçak gönüllülük,huşu,anlam içi
alçak gönüllülük,tevazu,anlam içi
alçak gönüllülük,mahviyet,anlam içi
alçak gönüllülük,mütevazılık,anlam içi
alçak ses,kalın ses,yönlendirme
alçalma,zül,anlam içi
alçalma,mezellet,anlam içi
alçalma,cezir,anlam içi
alçıpan,alçı levha,yönlendirme
alçı taşı,jips,anlam içi
aldangıç,tuzak,anlam içi
aldanmak,avunmak,yönlendirme
aldanmamazlık,aldanmazlık,yönlendirme
aldatılmak,çarpılmak,anlam içi
aldatma,desise,anlam içi
aldatma,şike,anlam içi
aldatmaca,dubara,anlam içi
aldatmak,kandırmak,anlam içi
aldırmaz,ilgisiz,yönlendirme
aldırmaz,kaygısız,yönlendirme
aldırmazlık,ilgisizlik,yönlendirme
alegori,yerine,anlam içi
alegorik,yerinel,anlam içi
aleksi,okuma yitimi,yönlendirme
alelacele,çabucak,yönlendirme
alelade,sıradan,yönlendirme
alelade,bayağı,yönlendirme
aleladelik,bayağılık,yönlendirme
alelhusus,özellikle,yönlendirme
alelıtlak,genellikle,yönlendirme
alelıtlak,gelişigüzel,yönlendirme
alelumum,genellikle,yönlendirme
alelusul,gelişigüzel,yönlendirme
alem,ayça,anlam içi
alem,bayrak,yönlendirme
alem,simge,yönlendirme
alemdar,önder,yönlendirme
alenen,açıkça,yönlendirme
alengirli,gösterişli,yönlendirme
alet,maşa,yönlendirme
aletli jimnastik,araçlı jimnastik,anlam içi
alet edevat,alat edevat,anlam içi
alev,yalım,anlam içi
alev,yalın,anlam içi
alev,yalaz,anlam içi
alev,yalaza,anlam içi
alev,şule,anlam içi
alev,sıcaklık,yönlendirme
alevlendirmek,harlatmak,anlam içi
alevlenme,eksaserbasyon,anlam içi
alev kırmızısı,alev rengi,anlam içi
alev lambası,pürmüz lambası,anlam içi
aleyhtar,karşıtçı,anlam içi
aleyhtarlık,karşıtçılık,anlam içi
alfabe,abece,anlam içi
alfabe,yazı,anlam içi
alfabetik,abecesel,anlam içi
alfabe sırası,abece sırası,anlam içi
alfabe sırası,alfabetik sıralama,anlam içi
alfa ışını,alfa parçacığı,anlam içi
alg,su yosunu,yönlendirme
algı,idrak,anlam içi
algılama,idrak,anlam içi
algılama,idrak etme,anlam içi
algılamak,idrak etmek,anlam içi
algılanmak,idrak edilmek,anlam içi
algılatmak,idrak ettirmek,anlam içi
algılayıcı,dedektör,yönlendirme
algler,su yosunları,yönlendirme
algoritma,Harezmi yolu,anlam içi
alıcı,müşteri,anlam içi
alıcı,almaç,yönlendirme
alıcı,kamera,yönlendirme
alıcı,Azrail,yönlendirme
alıcı kuş,avcı kuş,yönlendirme
alıç,gövem eriği,anlam içi
alıç,geyik dikeni,anlam içi
alıç,akdiken (Crataegus monogyna),anlam içi
alıkça,alık alık,anlam içi
alıkonulma,mevkufiyet,anlam içi
alıkonulmak,yasaklanmak,yönlendirme
alıkoyma,tavik,anlam içi
alık salık,alıkça,yönlendirme
alım,çekicilik,yönlendirme
alımcı,tahsildar,yönlendirme
alımlama estetiği,alımlama kuramı,anlam içi
alımlı,çekici,yönlendirme
alımlılık,çekicilik,yönlendirme
alım çalım,çalım,yönlendirme
alım satım bürosu,alım satım ofisi,anlam içi
alındı,makbuz,anlam içi
alındılı,taahhütlü,anlam içi
alınmak,uyarlanmak,yönlendirme
alıntı,iktibas,anlam içi
alıntılamak,iktibas etmek,anlam içi
alın teri,emek,yönlendirme
alın yazısı,yazgı,yönlendirme
alışılmış,mutat,anlam içi
alışkan,alışkın,yönlendirme
alışkanlık,alışkı,anlam içi
alışkanlık,alışkınlık,anlam içi
alışkanlık,alışmışlık,anlam içi
alışkanlık,yordam,anlam içi
alışkanlık,itiyat,anlam içi
alışkanlık,huy,anlam içi
alışkın,alışmış,anlam içi
alışma,istinas,anlam içi
alışma,ülfet,anlam içi
alışmak,ısınmak,yönlendirme
alışmak,tutuşmak,yönlendirme
alışmak,kanıksamak,yönlendirme
alıştırma,temrin,anlam içi
alıştırma,talim,anlam içi
alıştırma,rodaj,anlam içi
alıştırma,hazırlık çalışması,anlam içi
alıştırmak,hazırlamak,yönlendirme
alışveriş,muamele,anlam içi
alışveriş,pazar,anlam içi
ali,yüce,yönlendirme
ali,yüksek,yönlendirme
alicenap,cömert,yönlendirme
alicenap,onurlu,yönlendirme
alicenaplık,cömertlik,yönlendirme
alicenaplık,onur,yönlendirme
alil,hasta,yönlendirme
alil,sakat,yönlendirme
alivre,önceden satış,yönlendirme
alizarin,kök boyası,yönlendirme
alkalik,kalevi,anlam içi
alkalik,antiasit,anlam içi
alkalimetre,alkaliölçer,yönlendirme
alkan,parafin,anlam içi
alkarısı,çarşamba karısı,anlam içi
alkım,gökkuşağı,yönlendirme
alkış,"dua, kargış karşıtı",yönlendirme
alkışçı,şakşakçı,anlam içi
alkış ağası,alkışçı,anlam içi
alkol,ispirto,anlam içi
alkol,etanol,anlam içi
alkol,etil alkol,anlam içi
alkolölçer,alkolmetre,anlam içi
Allah,Çalap,anlam içi
Allah,Tanrı,anlam içi
Allah,Yaradan,anlam içi
Allah,Oğan,anlam içi
Allah,Cenabıallah,anlam içi
Allah,Hak,anlam içi
Allah,Halik,anlam içi
Allah,Hu,anlam içi
Allah,Hüda,anlam içi
Allah,İlah,anlam içi
Allah,Mevla,anlam içi
Allah,Rab,anlam içi
Allahsız,Tanrısız,anlam içi
Allahsızlık,Tanrısızlık,anlam içi
Allah aşkına,Tanrı aşkına,anlam içi
Allah vergisi,Tanrı vergisi,yönlendirme
Allah yapısı,kudret,anlam içi
alma,ittihaz,anlam içi
alma,kabız,anlam içi
almaç,reseptör,anlam içi
almak,satın almak,yönlendirme
almak,kaplamak,yönlendirme
almak,kısaltmak,yönlendirme
almak,yolmak,yönlendirme
almak,başlamak,yönlendirme
almanak,yıllık,yönlendirme
Alman gümüşü,yeni gümüş,anlam içi
Alman gümüşü,mayşor,anlam içi
Alman gümüşü,alpaka,anlam içi
almaş,keşikleme,anlam içi
almaş,münavebe,anlam içi
almaşık,mütenavip,anlam içi
almaşık,alternatif,anlam içi
alofon,ses değişkesi,yönlendirme
alogami,tozlaşma,yönlendirme
alomorf,eş biçim birimi,yönlendirme
alp,yiğit,yönlendirme
alpinist,dağcı,yönlendirme
alpinizm,dağcılık,yönlendirme
alşimi,simya,anlam içi
alşimist,simyacı,anlam içi
alt,zir,anlam içi
alt,üst karşıtı,anlam içi
alt,madun,anlam içi
Altayca,Altay Türkçesi,yönlendirme
alternatif,seçenek,yönlendirme
alternatif,farklı,yönlendirme
alternatif,karşı,yönlendirme
alternatif,dalgalı,yönlendirme
alternatiflik,seçeneklik,yönlendirme
alternatör,dalgalı akım üreteci,yönlendirme
altı,şeş,anlam içi
altıgen,müseddes,anlam içi
altık,biri tümel olumsuz,anlam içi
Altıkardeş,Zatülkürsi,anlam içi
altılı,altılı ganyan,yönlendirme
altın,zer (simgesi Au),anlam içi
altıncı duyu,önsezi,yönlendirme
altıncı his,önsezi,yönlendirme
altınsı,altınımsı,anlam içi
altıntop,greyfurt,yönlendirme
altın böcek,gül böceği (Cetonıa aurata),anlam içi
altın kökü,ipeka (Cephaelis ipecacuanha),anlam içi
altın otu,ölmez çiçek,yönlendirme
altın sarısı,altın rengi,anlam içi
altın sarısı,altuni,anlam içi
altın sarısı,dore,anlam içi
altın yağmurcun,yağmur kuşu,yönlendirme
altıpas,kale alanı,yönlendirme
altıpatlar,revolver,anlam içi
altıpatlar,lüver,anlam içi
altimetre,yükseklikölçer,yönlendirme
alto,viyola,yönlendirme
alto,kontralto,yönlendirme
altyapı,enfrastrüktür,anlam içi
altyapı,üstyapı karşıtı,anlam içi
alt anlamlı,örtük anlamlı,anlam içi
alt anlamlı,örtülü anlamlı,anlam içi
alt anlamlılık,örtük anlamlılık,anlam içi
alt anlamlılık,örtülü anlamlılık,anlam içi
alt anlam ,örtük anlam,anlam içi
alt anlam ,örtülü anlam,anlam içi
alt bayi,tali bayi,anlam içi
alt bayilik,tali bayilik,anlam içi
alt bölüm,ayrım,anlam içi
alt deri,hipoderm,anlam içi
alt geçit,battıçıktı,anlam içi
alt geçit,batçık,anlam içi
alt hava yuvarı,troposfer,anlam içi
alt kurul,encümen,anlam içi
alt kurul,komisyon,anlam içi
alt kurul,komite,anlam içi
alt kurul,yarkurul,anlam içi
alt tarafı,alt yanı,anlam içi
alt tarafı,altı üstü,anlam içi
alüminyum taşı,korindon,yönlendirme
alüvyon,lığ,anlam içi
alyan,alyan anahtarı,anlam içi
alyuvar,eritrosit,anlam içi
am,dişilik organı,yönlendirme
ama,amma,anlam içi
ama,lakin,anlam içi
ama,velakin,anlam içi
amaç,erek,anlam içi
amaç,gaye,anlam içi
amaç,garaz,anlam içi
amaç,kasıt,anlam içi
amaç,maksat,anlam içi
amaç,murat,anlam içi
amaç,niyet,anlam içi
amaç,hedef,yönlendirme
amaç,misyon,anlam içi
amaçlama,istihdaf,anlam içi
amaçlamak,istihdaf etmek,anlam içi
amaçlı,gayeli,anlam içi
amaçlı,maksatlı,anlam içi
amaçlılık,gayelilik,anlam içi
amaçlılık,maksatlılık,anlam içi
amaçsız,yönsüz,anlam içi
amaçsız,gayesiz,anlam içi
amaçsız,kasıtsız,anlam içi
amaçsız,maksatsız,anlam içi
amaçsız,boş boş,anlam içi
amaçsızcasına,amaçsızca,yönlendirme
amaçsızlık,gayesizlik,anlam içi
amade,hazır,yönlendirme
amansız,biaman,anlam içi
amansızca,amansızcasına,anlam içi
amansız hastalık,kanser,yönlendirme
aman zaman,aman aralık,anlam içi
amatör,özengen,anlam içi
amatör,profesyonel karşıtı,anlam içi
amatörlük,özengenlik,anlam içi
