madde,anlam,lisan,telaffuz
alevlenmek,Yanmaya başlamak | Sıcaklığı artmak | Şiddeti artmak | Çok öfkelenmek,,
algılamak,Bir olayı veya bir nesnenin varlığını duyu organlarıyla kavramak; idrak etmek [ruh bilimi],,
algılanabilmek,Algılanma ihtimali bulunmak,,
algılanmak,Algılama işine konu olmak; idrak edilmek [ruh bilimi],,
algılatabilmek,Algılatma ihtimali veya imkânı bulunmak | Algılatma becerisi bulunmak,,
algılatılmak,Algılatma işine konu olmak,,
algılatmak,Algılama işini birine yaptırmak; idrak ettirmek [ruh bilimi],,
algılattırmak,Algılatma işini yaptırmak,,
algılayabilmek,Algılama ihtimali veya imkânı bulunmak | Algılama becerisi bulunmak,,
algılayıvermek,Çabucak algılamak,,algılayı'vermek
alıklaşabilmek,Alıklaşma ihtimali bulunmak,,
alıklaşıvermek,Çabucak alıklaşmak,,
alıklaşmak,Alık duruma gelmek | Bir şey karşısında aptallaşıp şaşırmak,,
alıklaştırılmak,Alıklaştırma işine konu olmak,,
alıklaştırmak,Alık duruma getirmek,,
alıkonulabilmek,Alıkonulma ihtimali veya imkânı bulunmak,,
alıkonulmak,Alıkoyma işine konu olmak,,
alıkoyabilmek,Alıkoyma yetkisi veya ihtimali bulunmak | Alıkoymaya gücü yetmek,,
alıkoymak,"Bir süre için bir yerde tutmak | Birini, yapmakta olduğu veya yapmak istediği işten geri tutmak | Ayırıp saklamak | Yoksun bırakmak | Mâni olmak, engel olmak",,
alımlamak,Herhangi bir şeyi kendi bilgi ve tecrübe birikimine göre anlamak,,
alımlanmak,Alımlama işi yapılmak,,
alınabilmek,Alınma ihtimali veya imkânı bulunmak,,
alınganlaşabilmek,Alınganlaşma eğiliminde olmak veya alınganlaşma ihtimali bulunmak,,
alınganlaşmak,Daha alıngan bir duruma gelmek,,
alınmak,"Alma işi yapılmak | Elde edilmek | Bir sözün, bir davranışın kendisine söylendiğini veya yapıldığını sanarak incinmek",,
alıntılamak,"Bir yazıya başka bir yazarın yazısından cümle veya cümleler almak, alıntı yapmak; aktarmak, iktibas etmek [edebiyat]",,
alıntılanabilmek,Alıntılanma ihtimali veya imkânı bulunmak,,
alıntılanmak,Alıntılama işine konu olmak,,
alıntılayabilmek,Alıntılama ihtimali veya imkânı bulunmak | Alıntılama becerisi bulunmak,,
alışabilmek,Alışma yeteneği veya ihtimali bulunmak | Alışma becerisi bulunmak,,
alışagelmek,İyice alışmak,,
alışılabilmek,Alışılma ihtimali veya imkânı bulunmak,,
alışılagelmek,İyice alışmak,,
alışılmak,Bir şeye alışmış duruma gelinmek,,
alışıvermek,Çabucak alışmak,,alışı'vermek
alışmak,"Bir işi tekrarlayarak kolaylıkla yapabilmek | Yadırgamaz duruma gelmek | Uyar duruma gelmek, intibak etmek | Sürekli ister olmak, bağımlılık kazanmak | Yaban hayvanı evcil duruma gelmek | Dayanıklı bir duruma gelmek",,
alıştırabilmek,Alıştırma ihtimali veya imkânı bulunmak | Alıştırma becerisi bulunmak,,
alıştırılmak,Alıştırma işine konu olmak,,
alıştırmak,Alışmasına yol açmak | Uyar duruma getirmek,,
alıvermek,Çabucak veya ansızın almak,,alı'vermek
alkışlamak,"Bir şeyin beğenildiğini, onaylandığını anlatmak için iki eli ses çıkaracak şekilde birbirine vurmak | Bir işi, bir düşünceyi, bir sözü beğenmek, takdir etmek",,
alkışlanabilmek,Alkışlanma ihtimali bulunmak,,
alkışlanmak,Alkışlama işine konu olmak,,
alkışlatabilmek,Alkışlatma ihtimali veya imkânı bulunmak | Alkışlatmaya gücü yetmek,,
alkışlatmak,Alkışlama işini yaptırmak,,
alkışlayabilmek,Alkışlama ihtimali veya imkânı bulunmak | Alkışlamaya gücü yetmek,,
alkışlayıvermek,Hiç düşünmeksizin alkışlamak,,alkışlayı'vermek
alkollemek,Bir yere veya bir şeye alkol sürmek,,
allamak,Kırmızı duruma getirmek,,
allanmak,Allama işi yapılmak,,
allaşmak,Kırmızı duruma gelmek,,
almak,"Bir şeyi elle veya başka bir araçla tutarak bulunduğu yerden ayırmak, kaldırmak | Bir yeri ele geçirmek | Bir şeyi veya kimseyi bulunduğu yerden ayırmak | Birlikte götürmek | İçine sığmak | Kabul etmek; ahzetmek | Bir şey kendine ulaştırılmak, iletilmek | İçeri girmek veya sızmak | Erkek, birisiyle evlenmek | Sürükleyip götürmek | Bir şeyi kazanmak, elde etmek | Zararlı, tehlikeli bir şeye uğramak | ... ile temizlemek | İçeri girmesini sağlamak | Tat veya koku duymak | Yol gitmek, mesafe katetmek | Bir şey çalmak | Vücuttaki hasta bir organı ameliyatla çıkarmak | Motor çalışması için gerekli olan elektrik veya yakıttan yararlanır duruma gelmek | Göreve, işe başlatmak | Görevden, işten çekmek | İçecek veya yiyecekten bir parça içmek veya yemek | Kazanç sağlamak | Etkisini azaltmak | Yer değiştirmek",,
Almanlaşmak,Almanlara özgü yaşayış tarzını benimsemek,,
Almanlaştırmak,Almanlara özgü yaşayış tarzını benimsetmek,,
almazlanmak,"Almak istememek, alma konusunda nazlanmak",,
altınlaşmak,Altın durumu veya görünümü almak,,
altıparmak,Bir tür iri palamut balığı [hayvan bilimi],,altı'parmak
altıparmak,Ayrı renkte altı yolu olan kumaş | Bu kumaştan yapılan gelin giysisi,,altı'parmak
altlamak,"Özel diye alınan bir şeye, genel bir kavramın altında yer vermek [mantık] | Özel bir bireyi bir türe, bir türü de bir cinse bağlamak [felsefe]",,
amaçlamak,Bir amaca ulaşmayı istemek; istihdaf etmek,,
amaçlanmak,Amaçlama işine konu olmak,,
amaçlaştırmak,Amaç durumuna getirmek,,
ambalajlamak,Ambalaj yapmak,,
ambalajlanmak,Ambalajlı duruma gelmek,,
ambarlamak,Saklamak veya korumak amacıyla ambara koymak,,
ambarlanmak,Ambarlama işine konu olmak,,
ambarlatmak,Ambarlama işini yaptırmak,,
Amerikalılaşmak,Amerikalıların yaşayış tarzını benimsemek,,
amipleşmek,Amipler gibi bölünerek çoğalmak,,
amonyaklamak,"Bazı yemleri amonyak veya bir amonyum bileşiği ile karıştırmak, doyurmak",,
anabilmek,Anma ihtimali veya imkânı bulunmak,,
anaçlaşmak,Anaç duruma gelmek,,
anaforlamak,Yolsuzluk yaparak kazanç elde etmek,,
analaştırmak,Annedeki özellikleri kazandırmak,,
anarşistleşmek,Anarşist özelliği taşımak,,
anayasallaşmak,Yürürlükte olan anayasaya uygun duruma gelmek,,
anayasallaştırmak,Yürürlükte olan anayasaya uygun duruma getirmek,,
andırışmak,Birbirine çok benzeyen iki şeyi karıştırmak,,
andırmak,Benzer yanları bulunmak; çağrıştırmak,,
angutlaşmak,Angut duruma gelmek,,
anıklaşmak,Hazır durumda olmak,,
anılabilmek,Anılma ihtimali veya imkânı bulunmak,,
anılagelmek,Sürekli olarak anılmak,,anıla'gelmek
anılaşmak,Anı niteliği kazanmak,,
anılmak,Anma işine konu olmak,,
anımsamak,"Bilinip unutulan bir şeyi akla getirmek; ansımak, bulmak, çıkarmak, hatırlamak",,
anımsanabilmek,Anımsanma ihtimali veya imkânı bulunmak; hatırlanabilmek,,
anımsanmak,Anımsama durumuna konu olmak; hatırlanmak,,
anımsatabilmek,Anımsatma ihtimali veya imkânı bulunmak; hatırlatabilmek | Anımsatma becerisi bulunmak; hatırlatabilmek,,
anımsatılabilmek,Anımsatma ihtimali veya imkânı bulunmak; hatırlatılabilmek,,
anımsatılmak,Anımsatma işine konu olmak; hatırlatılmak,,
anımsatıvermek,Beklenmeyen bir anda anımsatmak; hatırlatıvermek,,anımsatı'vermek
anımsatmak,"Birisinin unuttuğu bir şeyi aklına getirmek; ansıtmak, hatırlatmak | Birinin bir şeyi unutmamasını sağlamak; ansıtmak, hatırlatmak",,
anımsayabilmek,Anımsama ihtimali veya imkânı bulunmak; hatırlayabilmek | Anımsama becerisi bulunmak; hatırlayabilmek,,
anımsayıvermek,Aniden anımsamak; hatırlayıvermek,,anımsayı'vermek
anırmak,Eşek bağırmak,,
anırtmak,Anırmasını sağlamak,,
anıştırılmak,Anıştırmak işine konu olmak,,
anıştırmak,"Bir şeyi açıkça söylemeyip üstü kapalı anlatmak, dolaylı anlatmak; ima etmek, ihsas etmek",,
anıtlaşabilmek,Anıtlaşma ihtimali veya imkânı bulunmak,,
anıtlaşmak,"Anıt durumuna gelmek, anıt değeri kazanmak; abideleşmek | Saygı ve sevgi ile anılır duruma gelmek; abideleşmek",,
anıtlaştırılmak,Anıt durumuna getirilmek; abedileştirilmek,,
anıtlaştırmak,Anıt durumuna getirmek; abideleştirmek,,
anıvermek,"Ansızın, çabucak anmak",,anı'vermek
anlamak,"Bir şeyin ne demek olduğunu, neye işaret ettiğini kavramak; fehmetmek | Yeni bilgileri eskileriyle bir araya getirerek sonuç niteliğinde başka bir bilgi edinmek; fehmetmek | Sorup öğrenmek | Doğru ve yerinde bulmak | Birinin duygularını, istek ve düşüncelerini sezebilmek; çakozlamak, fehmetmek | Bir şey hakkında bilgisi bulunmak | Yarar sağlamak",,
anlamlandırabilmek,Anlamlı duruma getirme ihtimali veya imkânı bulunmak | Anlamlandırma becerisi bulunmak,,
anlamlandırılabilmek,Anlamlı duruma getirilme ihtimali veya imkânı bulunmak,,
anlamlandırılmak,Anlamlandırma işine konu olmak,,
anlamlandırmak,"Anlamını açıklamak | Anlam vermek, anlam kazandırmak; anlamlamak",,
anlamsızlaşabilmek,Anlamsızlaşma ihtimali veya imkânı bulunmak,,
anlamsızlaşmak,Anlamsız duruma gelmek,,
anlamsızlaştırabilmek,Anlamsızlaştırma ihtimali veya imkânı bulunmak | Anlamsızlaştırmaya gücü yetmek,,
anlamsızlaştırılmak,Anlamsız duruma getirilmek,,
anlamsızlaştırmak,Anlamsız duruma getirmek,,
anlaşabilmek,Anlaşma ihtimali veya imkânı bulunmak | Anlaşma becerisi bulunmak,,
anlaşılabilmek,Anlaşılma ihtimali veya imkânı bulunmak,,
anlaşılmak,"Anlama işine konu olmak | Belli olmak, ortaya çıkmak",,
anlaşıvermek,Çabucak anlaşmak,,anlaşı'vermek
anlaşmak,"Düşünce, duygu, amaç bakımından birleşmek; antant kalmak | Sözleşme imzalamak; kavletmek",,
anlaştırabilmek,Anlaştırma ihtimali veya imkânı bulunmak | Anlaştırmaya gücü yetmek,,
anlaştırmak,"Anlaşmayı, uzlaşmayı, uyuşmayı sağlamak",,
anlatabilmek,Anlatma ihtimali veya imkânı bulunmak | Anlatma becerisi bulunmak,,
anlatılabilmek,Anlatılma ihtimali veya imkânı bulunmak,,
anlatılmak,Anlatma işine konu olmak,,
anlatıvermek,Çabucak anlatmak,,anlatı'vermek
anlatmak,"Bilgi vermek | Bir konu üzerinde açıklama yapmak, açıklamada bulunmak",,
anlattırmak,"Bir konu üzerinde bilgisini ölçmek, açıklama yaptırmak",,
anlayabilmek,Anlama ihtimali veya imkânı bulunmak | Anlama becerisi bulunmak,,
anlayışsızlaşmak,"Anlayışsız duruma gelmek, anlayış göstermez olmak",,
anlayıvermek,Çabucak anlamak,,anlayı'vermek
anmak,Birini veya bir şeyi akla getirerek sözünü etmek veya onu düşünmek; zikretmek | Bir armağanla birinin gönlünü almak,,
anonimleşmek,Anonim bir duruma gelmek,,
anonimleştirmek,Anonim bir duruma gelmesini sağlamak,,
anormalleşmek,Anormal duruma gelmek,,
anormalleştirmek,Anormal duruma getirmek,,
antikalaşmak,"Antika duruma gelmek | Tuhaflaşmak, yadırganacak bir duruma gelmek | Bulunduğu çağın genel yargılarından uzak, geçmişe bağlı durumda yaşıyor olmak",,
antlaşmak,Antlaşma yapmak; ahitleşmek,,
aparmak,"Alıp götürmek | Gizlice almak, alıp kaçmak",,
apartmak,Aparma işini yaptırmak,,
apazlamak,Gemi apazlama rüzgârla gitmek [denizcilik] | Yelken rüzgârla dolup şişmek [denizcilik],,
apışmak,"Hayvan yorgunluktan bacaklarını birbirinden ayırarak çöküvermek | Ne yapacağını kestirememek, nasıl davranacağını bilememek | Oturmak, bacakları ayırarak çömelmek",,
apıştırmak,Hayvanı çok yorarak yürüyecek güç bırakmamak | Çifte demir atarak döndükçe geminin bir alan içinde kalmasını sağlamak [denizcilik],,
aprelemek,Kumaş veya deriyi cilalamak; perdahlamak,,
apseleşmek,Yara içinde irin oluşmak,,
aptallaşabilmek,Elinde olmadan aptal bir duruma gelme ihtimali bulunmak,,
aptallaşmak,"Zekâsının azlığından dolayı yeterince düşünemeyip akıllıca hareket edememek; budalalaşmak | Beklenmedik bir durum karşısında şaşırıp kalarak bir şey yapamamak; budalalaşmak, şabanlaşmak",,
aptallaştırılmak,Aptal duruma getirilmek,,
aptallaştırmak,"Aptallaşmasına sebep olmak, aptal duruma getirmek; budalalaştırmak",,
arabeskleşmek,Arabesk özelliği kazanmak,,
araçsallaştırmak,"Kendi hedeflerine, planlarına ulaşabilmek için herhangi bir şeyi, değeri araç olarak kullanmak",,
araklamak,Küçük bir şeyi sahibi görmeden gizlice çalmak,,
araklanmak,Araklama işine konu olmak,,
araklayabilmek,Araklama ihtimali veya imkânı bulunmak | Araklamaya gücü yetmek,,
araklayıvermek,Çabucak araklamak,,araklayı'vermek
aralamak,"İki şey arasında açıklık oluşturmak, az açmak | Bitkilerin fazla dal ve çubuklarını kesmek",,
aralanmak,"Biraz açılmak, aralık olmak | Araya zaman girmek | Gitmek, uzaklaşmak, yanından ayrılmak",,
aralatmak,"Aralık duruma getirtmek, biraz açtırmak",,
aralayabilmek,Aralama ihtimali veya imkânı bulunmak | Aralamaya gücü yetmek,,
aralayıvermek,Çabucak aralamak,,aralayı'vermek
aramak,"Birini veya bir şeyi bulmaya çalışmak | Bir yerde bir şey bulmak için bakmak, araştırmak | Ziyarete, hatır sormaya gitmek | Bir şeyin yokluğunu duyarak geri gelmesini istemek, özlemek | Önem verip istemek | Bir kişiyle görüşmek üzere telefon etmek | Şart koşmak",,
aranabilmek,Aranma ihtimali bulunmak,,
aranılmak,Arama işine konu olmak | Söz konusu olmak,,
aranmak,"Arama işine konu olmak | İsteklisi bulunmak | Eksikliği duyulmak | Kendi kendine bir şeyler aramak | Şart koşulmak | Olumsuz, kötü davranışlarda bulunarak zor duruma düşmek | Kendisine eş veya sevgili aramak",,
Arapçalaştırmak,Arapçaya çevirmek | Arap dili özelliği kazandırmak,,
Araplaşmak,Araplara özgü yaşayış tarzını benimsemek,,
Araplaştırmak,Araplara özgü yaşayış tarzını kazandırmak,,
araşmak,Telefonla birbirini aramak,,
araştırabilmek,Araştırma ihtimali veya imkânı bulunmak | Araştırmaya gücü yetmek | Araştırma becerisi bulunmak,,
araştırılabilmek,Araştırılma ihtimali veya imkânı bulunmak,,
araştırılmak,"Araştırma yapılmak, gözden geçirilmek",,
araştırıvermek,Çabucak araştırmak,,araştırı'vermek
araştırmak,Birini veya bir şeyi bulmak için bir yeri gözden geçirmek | Bir gerçeği ortaya çıkarmak için incelemelerde bulunmak; deşelemek | Bilimde ve sanatta yöntemli çalışmalar yapmak,,
araştırtmak,Araştırma işini yaptırmak,,
aratabilmek,Aratma ihtimali veya imkânı bulunmak | Aratmaya gücü yetmek,,
aratılmak,Aratma işine konu olmak,,
aratmak,Arama işini bir başkasına yaptırmak | Bir şeyin yokluğunu duyarak geri gelmesini istemek,,
aratmamak,"yerini doldurabilmek, yokluğunu hissettirmemek",,
arattırmak,Aratma işini yaptırmak,,
arayabilmek,Arama ihtimali veya imkânı bulunmak | Aramaya gücü yetmek | Arama becerisi bulunmak,,
arayıvermek,Çabucak aramak,,arayı'vermek
ardaklanmak,Ağaçlarda mantarların sebep olduğu çürümeye uğramak,,
ardılmak,"Birisinin sırtına asılmak | Birisine sataşmak, çatmak | Birisine musallat olmak",,
argolaşmak,Karşılıklı argo konuşmak | Söz argo durumuna gelmek,,
argolaştırmak,Argo özelliği kazandırmak,,
arıklamak,Arık (II) duruma gelmek,,
arıklaşmak,Arık (II) olmak,,
arıklatmak,Arık (II) duruma getirmek,,
arılamak,Bir şeyde herhangi bir ayıp veya kusur bulunmadığını bildirmek; tenzih etmek,,
arılaşmak,Yabancı şeylerden arınmış duruma gelmek; arılanmak,,
arılaştırılmak,Arılaştırma işine konu olmak,,
arılaştırmak,Yabancı şeylerden arınmış duruma getirmek,,
arınabilmek,Arınma ihtimali veya imkânı bulunmak,,
arındırabilmek,Arındırma ihtimali veya imkânı bulunmak | Arındırmaya gücü yetmek,,
arındırılmak,Arındırma işine konu olmak,,
arındırmak,Arınmasını sağlamak,,
arınmak,"Katışıksız, arı (I) duruma gelmek | İçinde bulunduğu sıkıntılı, tehlikeli veya kötü bir durumdan kurtularak kendini huzurlu ve rahat hissetmek",,
arıtabilmek,Arıtma ihtimali veya imkânı bulunmak | Arıtmaya gücü yetmek | Arıtma becerisi bulunmak,,
arıtılmak,Arıtma işine konu olmak,,
arıtmak,Temiz duruma getirmek | Katışıksız duruma getirmek; tasfiye etmek,,
arızalanabilmek,Arızalanma ihtimali bulunmak,,
arızalanıvermek,Çabucak arıza yapmak,,arızalanı'vermek
arızalanmak,"Arıza yapmak, aksaklık göstermek; bozulmak",,
arkalamak,"Bir kimseye güven vererek yardım etmek, destek olmak, korumak",,
arkalanmak,"Kendisine yardım edilmek, destek olunmak | Arka vermek, destek olmak | Arkasına almak; sırtlamak",,
Arnavutlaşmak,Arnavutlara özgü yaşayış tarzını benimsemek,,
Arnavutlaştırmak,Arnavutlara özgü yaşayış tarzını benimsetmek,,
arsızlanmak,Arsızlık etmek,,
arsızlaşabilmek,Arsızlaşma ihtimali veya imkânı bulunmak,,
arsızlaşmak,Arsız duruma gelmek,,
arsızlaştırmak,"Arsız bir duruma getirmek, arsızlaşmasına yol açmak",,
arşınlamak,"Arşınla ölçmek | Amaçsız, geniş adımlarla dolaşmak",,
arşivlemek,"Arşive kaldırmak, arşivde saklamak | Arşive kaldırılacak belgeleri tasnif etmek",,
arşivlenebilmek,Arşive koyulma ihtimali bulunmak,,
arşivlenmek,"Arşive kaldırılmak, arşivde saklanmak",,
arşivletmek,Arşivlenmesini sağlamak,,
arşivleyebilmek,Arşive koyma ihtimali veya imkânı bulunmak | Arşivlemeye gücü yetmek | Arşivleme becerisi bulunmak,,
artabilmek,Artma ihtimali veya imkânı bulunmak,,
artakalmak,"Artmak, geriye kalmak, fazla bulunmak",,arta'kalmak
artıklamak,Yemekte artık bırakmak,,
artırabilmek,Artırma ihtimali veya imkânı bulunmak | Artırmaya gücü yetmek,,
artırılabilmek,Artırılma ihtimali veya imkânı bulunmak,,
artırılmak,Artırma işine konu olmak,,
artırmak,"Artmasını sağlamak | Bir şeye başkalarının verdiğinden daha fazla fiyat vermek, ortaya daha fazla para sürmek | Tutumlu davranıp biriktirmek, tasarruf etmek | Herhangi bir davranışta ileri gitmek",,
artırtmak,Artırma işini yaptırmak,,
artmak,Büyük heybe,,
artmak,"Harcandıktan, kullanıldıktan veya yenildikten sonra bir miktar geri kalmak | Değeri yükselmek, fazlalaşmak",,
arttırılmak,Arttırma işi yapılmak,,
arttırmak,Artırma işi yapılmak,,
arttırtmak,Arttırma işini yaptırmak,,
asabilmek,Asma ihtimali veya imkânı bulunmak | Asmaya gücü yetmek,,
asalaklaşmak,Asalak duruma gelmek,,
asfaltlamak,Asfaltla kaplamak,,
asfaltlanabilmek,Asfaltlanma ihtimali veya imkânı bulunmak,,
asfaltlanmak,"Asfalt dökülmek, asfaltla kaplanmak",,
asfaltlatabilmek,Asfaltlatma ihtimali veya imkânı bulunmak | Asfaltlatmaya gücü yetmek,,
asfaltlatmak,Asfaltlama işini yaptırmak,,
asfaltlayabilmek,Asfaltlama ihtimali veya imkânı bulunmak | Asfaltlamaya gücü yetmek,,
asılabilmek,Asılma ihtimali veya imkânı bulunmak,,
asılanmak,Bir şeyden yarar sağlamak; intifa etmek,,
asılmak,"Asma işi yapılmak veya asma işine konu olmak | Bir yere tutunup sarkmak | Tutup çekmek | Hızla eline almak | Boynuna ip geçirip sallandırılarak öldürülmek; idam edilmek | Bir şey isterken karşısındakini tedirgin edecek derecede üstelemek, ısrar etmek, ileri gitmek | Sonuna kadar mücadele etmek | Karşı cinsin ilgisini çekmek için rahatsız edici davranışlarda bulunmak; sulanmak",,
